track,rama,band,valid_from,valid_to,mensual,jornada,hora,pct_adjust,print_status,source_evid,note
general,comercio,151+,2027-01-01,2027-12-31,"20,195.35","673.18",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,restaurantes,1-10,2027-01-01,2027-12-31,"14,089.58","469.65","58.71",6,reconstruction_blocked,EV82:EVID-224,mensual final-digit OCR uncertainty (58 vs 59 in ramas 5/6 — EVID-224 [?]); verify before production use
general,restaurantes,11-50,2027-01-01,2027-12-31,"14,537.06","484.57","60.57",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,restaurantes,51-150,2027-01-01,2027-12-31,"17,459.80","581.99","72.75",7,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,restaurantes,151+,2027-01-01,2027-12-31,"19,449.24","648.31",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,transporte,1-10,2027-01-01,2027-12-31,"14,217.70","473.92","59.24",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,transporte,11-50,2027-01-01,2027-12-31,"14,669.21","488.97","61.12",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,transporte,51-150,2027-01-01,2027-12-31,"17,786.23","592.87","74.11",7,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,transporte,151+,2027-01-01,2027-12-31,"20,378.92","679.30",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,financieros,1-10,2027-01-01,2027-12-31,"14,473.83","482.46","60.31",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,financieros,11-50,2027-01-01,2027-12-31,,,,6,reconstruction_blocked,EV82:EVID-224,full row unreadable in both layers (90_ OQ-3)
general,financieros,51-150,2027-01-01,2027-12-31,"18,106.71","603.56",,7,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,financieros,151+,2027-01-01,2027-12-31,"20,746.12","691.54",,7.5,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,comunales,1-10,2027-01-01,2027-12-31,"13,833.41","461.11",,6,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,comunales,11-50,2027-01-01,2027-12-31,"14,272.77","475.76","59.47",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,comunales,51-150,2027-01-01,2027-12-31,"17,305.51","576.85","72.11",7,printed,EV82:EVID-224,hora printed as "7211" in OCR (EVID-224)
general,comunales,151+,2027-01-01,2027-12-31,"19,828.16","660.94","82.62",7.5,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,hospitales,1-10,2027-01-01,2027-12-31,"13,833.41","461.11",,6,reconstruction_blocked,EV82:EVID-224,hora unreadable (90_ OQ-3)
general,hospitales,11-50,2027-01-01,2027-12-31,"14,272.77","475.76","59.47",6,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,hospitales,51-150,2027-01-01,2027-12-31,"17,097.67","569.92","71.24",7,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
general,hospitales,151+,2027-01-01,2027-12-31,"19,222.78","640.76","80.09",7.5,printed,EV82:EVID-224,233-2026 Art. 2 tabla 2027 (gazette OCR only)
maquila,na,na,2023-01-01,2023-05-31,,,,8,derived_gap,EV82:EVID-237,"Jan-May 2023 value unprinted (original STSS-006-2019 Clausula Novena 8%; approx 9,506.63 is DERIVED — 84_ OQ-1); never load derived"
maquila,na,na,2023-06-01,2023-12-31,"10,457.29","348.58","43.57",10.00,printed,EV82:EVID-237,411-2023 Art. 1; mid-year split (canonical D-H2 case); June differential retroactive-total by 31-ago-2023
maquila,na,na,2024-01-01,2024-12-31,,,,6.5,derived_gap,EV82:EVID-235,"percentages printed; amount 11,137.01 DERIVED only (82_ OQ-2) — never load derived"
maquila,na,na,2025-01-01,2025-12-31,,,,7.5,derived_gap,EV82:EVID-235,"percentages printed; amount 11,972.29 DERIVED only (82_ OQ-2) — never load derived"
maquila,na,na,2026-01-01,2026-12-31,"12,930.07","431.00","53.88",8,printed,EV82:EVID-228,91_ row 12 Empresas acogidas a la Ley de Zonas Libres (footnote from SETRASS-109-2024); closes the R-H48 chain exactly; no 2027 maquila instrument exists (open lead)
promedio,na,na,2022-01-01,2022-12-31,,,,,derived_gap,EV82:EVID-230,no promedio row in 101_ (101_ OQ-4); DGS 2022 print not acquired (91_ OQ-1 family)
promedio,na,na,2023-01-01,2023-12-31,,,,,derived_gap,EV82:EVID-236,no promedio row in 014-2023 (83_ OQ-3); DGS 2023 print not acquired
promedio,na,na,2024-01-01,2024-12-31,,,,,derived_gap,EV82:EVID-233,no promedio print for 2024 in corpus; DGS 2024 print not acquired
promedio,na,na,2025-01-01,2025-12-31,,,,,derived_gap,EV82:EVID-234,"SAR-43-2026 cites L13,985.16 (provenance note only; printed nowhere in corpus — never derive; 2025 table mean 14,177.03 differs); load only from a DGS 2025 print"
promedio,na,na,2026-01-01,2026-12-31,"14,917.20","497.24","62.16",,printed,EV82:EVID-228,"DGS print single national value (R-H47); not the table mean (15,097.85 / 15,049.68 disproven) — never recompute; feeds HN-TAX-FR-134"
promedio,na,na,2027-01-01,2027-12-31,,,,,derived_gap,EV82:EVID-224,2027 promedio exists nowhere in corpus (90_ OQ-4); DGS 2027 table expected early 2027; FY2027 10xSMM cap input blocked
